filename,combination,dry,normal,oily
normal_0a973116bdfa8386999e_jpg.rf.5fe255f0e6c32f0235c6b9cad5df3286.jpg,0,0,1,0
combination_-_660749fe78332de0a2c2_jpg.rf.cedce3c2e4ca17374b3b1b9e9bc17ed0.jpg,1,0,0,0
normal_0cef7614353c4e47ef91_jpg.rf.c9779a05af23c00d65fbb5499e3724fc.jpg,0,0,1,0
dry_new_0cbfb93e4170f1c6e060_jpg.rf.f09af597bb1acd8162b8bcd9780891f3.jpg,0,1,0,0
oily_new_a4699fbb9f1e7f204dcb_jpg.rf.531f7b0ddebb11dcee1a2eba32614ecf.jpg,0,0,0,1
oily_new_87b89702d859c56c7c59_jpg.rf.f10f48f662c423c8de93091022b09952.jpg,0,0,0,1
normal_25ddbf87b35ca454a2d3_jpg.rf.86e83cf4a14590f4430e3e4e40433362.jpg,0,0,1,0
combination_-_334758dd9424c8a99caf_jpg.rf.7b7eeebf7dbb95a66ab5a9a9663d1397.jpg,1,0,0,0
normal_300b68ce0aa2c9cf3fcc_jpg.rf.05f34ecff69e43ca07ab09dede6457ed.jpg,0,0,1,0
combination_-_6d5cefa256303910efa7_jpg.rf.10b58a92b38b4c07f3792c0ec9c7636a.jpg,1,0,0,0
combination_-_343d52697bdc16748b05_jpg.rf.b2147a3149d24af5ff66f65fa75086e8.jpg,1,0,0,0
combination_-_f6cdeb96f10549ee39a9_jpg.rf.bd56592ed05d5fb1eb0fbf67099a5b4a.jpg,1,0,0,0
normal_300b68ce0aa2c9cf3fcc_jpg.rf.6e6b449540417bfab4bdf8f3df760e8e.jpg,0,0,1,0
normal_243abbbe37afd3a61547_jpg.rf.ea6307e7cf8a698b986161fffe5ad890.jpg,0,0,1,0
normal_0b3f34580ac0aebba531_jpg.rf.c1a778990396a58740756b19ce979bf8.jpg,0,0,1,0
normal_112d297d5dea002070f1_jpg.rf.3759c06667a8520f4f107d8be50a48d3.jpg,0,0,1,0
combination_-_5e9b1c6b02764f2c2259_jpg.rf.235258631c6d4a371e8044bf0d238694.jpg,1,0,0,0
normal_0b3f34580ac0aebba531_jpg.rf.9d81ba856f733a4a2600684a60e54d48.jpg,0,0,1,0
combination_-_6fb4b1b8c55a9e29a94c_jpg.rf.5e7f4d98eb55f3c086a7b764bb5235da.jpg,1,0,0,0
normal_0b71ab4726e465b07b5f_jpg.rf.36d4e842359e8bf0e39ef67d074f6108.jpg,0,0,1,0
normal_15e68707a0bf32c5cff9_jpg.rf.2bcf7ade78b7f484db258d45471298b3.jpg,0,0,1,0
normal_0d2f873460fb55f43725_jpg.rf.f43f1496f8c68bdbbda68af255bd5dcc.jpg,0,0,1,0
normal_25f7a564568365ad842b_jpg.rf.e8bf57a7a1a515d929b520c03b376ad1.jpg,0,0,1,0
normal_155c38bb99d47fcf51a3_jpg.rf.88d32eb53d2bd3e21397e8f99c2b8885.jpg,0,0,1,0
normal_155c38bb99d47fcf51a3_jpg.rf.adc5b68456c27d60dcbd395f78cdf07c.jpg,0,0,1,0
combination_-_2add9aa1dea3a3ee6386_jpg.rf.bfda527664af4775910d1cc91e423a6a.jpg,1,0,0,0
dry_new_4eaec6aa6dfd1ccf56fb_jpg.rf.f91d4b04d8a366f1ca4af3c80e5a4229.jpg,0,1,0,0
normal_249e458701fb4c3936bc_jpg.rf.4f618938eb7f6db35791a6ddf92b73cf.jpg,0,0,1,0
normal_0cef7614353c4e47ef91_jpg.rf.2d4994e214cc5da0d49f62d81bc41ee1.jpg,0,0,1,0
combination_-_43223279c65d273c75df_jpg.rf.75a59f29e9050d8e4798648dbe6148ab.jpg,1,0,0,0
combination_-_6d5cefa256303910efa7_jpg.rf.362584a4b358b5a014866d0a3a984e6b.jpg,1,0,0,0
combination_-_ffc77bcc67778f1798be_jpg.rf.0ace7ddcbc40371f028893e31f5d67f9.jpg,1,0,0,0
normal_0b71ab4726e465b07b5f_jpg.rf.f32bd94cded3e5b596ac66ea0efdeafa.jpg,0,0,1,0
normal_139ee79583410327f0d9_jpg.rf.02e43086bfd6aeb3340a49b01ed16e52.jpg,0,0,1,0
combination_-_416d04295c55bb77092c_jpg.rf.c4c7ac127d50692ab520952afefabd80.jpg,1,0,0,0
normal_36a4bfd6cec42fa48752_jpg.rf.8db81d2b5ed6645e525d18e130ba828b.jpg,0,0,1,0
normal_0b71ab4726e465b07b5f_jpg.rf.3271a99f9ef77b4e627c98992e8a1080.jpg,0,0,1,0
combination_-_f0ff989a4be6389bd61b_jpg.rf.14ae960671c6d384370c4baf22383dc8.jpg,1,0,0,0
combination_-_3f501475241600ae7314_jpg.rf.dfe08583d5eab3a79b335c86e4c85223.jpg,1,0,0,0
dry_new_00915e1bf3fc8b59a816_jpg.rf.9ebae2d653c26498c96a1a1dfa02df9c.jpg,0,1,0,0
combination_-_43223279c65d273c75df_jpg.rf.6cd77cc9245067b37e4f7fcf6f270367.jpg,1,0,0,0
normal_2e307d6b20b67c08c7e9_jpg.rf.86fae20f70a7ed593380ac0394f6f14a.jpg,0,0,1,0
oily_new_aabe112bb45569db6420_jpg.rf.d0fdb8b18d3c3403d1a3d3d1d5733355.jpg,0,0,0,1
oily_18960f1a8c44ffa4eaf7_jpg.rf.57fa7cedb67338ed08b02a9ada60e867.jpg,0,0,0,1
combination_-_65ab6e135242c408e342_jpg.rf.39ab774d5a8dff9a965546c1768c3056.jpg,1,0,0,0
oily_new_89cf04c8803b99824cb6_jpg.rf.dacd699b6c0e36911901dc5107f69e76.jpg,0,0,0,1
normal_0dab17ca4c73276232ee_jpg.rf.302c9cf7e0b1ecbac05f38403d592cfc.jpg,0,0,1,0
oily_new_8a21d1ac11081b56a191_jpg.rf.df5db0efae1592e460c38a229d001edc.jpg,0,0,0,1
normal_15e68707a0bf32c5cff9_jpg.rf.e89fe23ec1b4702383d8ced1a4dfab6e.jpg,0,0,1,0
combination_-_6189e4c0038f09c5d27a_jpg.rf.bbbe7ab55038a1eccccc24e425280810.jpg,1,0,0,0
normal_31749351fd7ddf1f1971_jpg.rf.a177d90fd5078ec9c25231ab4a520729.jpg,0,0,1,0
combination_-_43223279c65d273c75df_jpg.rf.a5df139e0c8758b8c4febbe564e9c79c.jpg,1,0,0,0
normal_25f7a564568365ad842b_jpg.rf.512053ad92a73d174d505c4656f76942.jpg,0,0,1,0
normal_0b3f34580ac0aebba531_jpg.rf.2ecc181a579667977ab299820bc4d5fd.jpg,0,0,1,0
combination_-_6f7dcab28a16a7ffcf41_jpg.rf.d8fc2e1b50a12c30f73a87b6ac8fbb46.jpg,1,0,0,0
normal_2e307d6b20b67c08c7e9_jpg.rf.203959f98086ca085384360e065c3129.jpg,0,0,1,0
oily_new_abd26122ace70ccb29f2_jpg.rf.9509585ab579c2ab039e86517f44e254.jpg,0,0,0,1
combination_-_809c96e83131878cca08_jpg.rf.c5c1ebdfaf656ad192474bcf2c3c1511.jpg,1,0,0,0
normal_112d297d5dea002070f1_jpg.rf.d6296af7a5932e2ea72778a0b1246658.jpg,0,0,1,0
normal_155c38bb99d47fcf51a3_jpg.rf.4cb266833345d6595cc4c3469068f2b5.jpg,0,0,1,0
normal_346714d7aa7a260d45d6_jpg.rf.2e53e39aeb2a79b7175bab3277774930.jpg,0,0,1,0
normal_16a54b0cdc792efddda0_jpg.rf.885599f81ad23171baa09478beb6d3b3.jpg,0,0,1,0
normal_31749351fd7ddf1f1971_jpg.rf.a51c06279e228aba06858ed61aac2df7.jpg,0,0,1,0
normal_1575da23076aa4afc6a7_jpg.rf.dc4d80455e5f187c26a9b27d056d48cf.jpg,0,0,1,0
normal_0b3f34580ac0aebba531_jpg.rf.4f84ed34d344cf94843f30d99e222bf7.jpg,0,0,1,0
dry_new_00915e1bf3fc8b59a816_jpg.rf.066d6dd530a514f44f9060b79077fd46.jpg,0,1,0,0
oily_new_8a21d1ac11081b56a191_jpg.rf.b258ab4e13f78fa1ec1fe243ebc38b05.jpg,0,0,0,1
normal_068bafa06f1f14ea4bde_jpg.rf.1c61b0ea7a13f7a06fe605e0f5bc8285.jpg,0,0,1,0
dry_new_00d2545dfbc1632f32c0_jpg.rf.068bb280a235ca4d461892bd010adec7.jpg,0,1,0,0
normal_1575da23076aa4afc6a7_jpg.rf.12793c3634204e7e8fc53ffd128ca53e.jpg,0,0,1,0
oily_new_8756b580e9cb7d181e84_jpg.rf.838a37512d76972769e256ac7863f294.jpg,0,0,0,1
oily_18960f1a8c44ffa4eaf7_jpg.rf.a62f7ff3addea607ad5f25182c658462.jpg,0,0,0,1
normal_300b68ce0aa2c9cf3fcc_jpg.rf.39bc92bf0d5b2e18a399a4b50b106259.jpg,0,0,1,0
combination_-_416d04295c55bb77092c_jpg.rf.76fb2b804104833bb1afce786082d47a.jpg,1,0,0,0
combination_-_6d9cac9a7300fcbfdf9f_jpg.rf.c65bb2f8fb2ae1c9266ff6a2f1c43e5f.jpg,1,0,0,0
dry_new_4ca1d0a073ea7d8e0f7f_jpg.rf.8e38e928c882fe031bffafe402a274f6.jpg,0,1,0,0
oily_new_8dadadcc4370c35319c3_jpg.rf.650dfe8161171614c22fd10d71666f8f.jpg,0,0,0,1
normal_249e458701fb4c3936bc_jpg.rf.5ae4c1e15066f1473ee250117ef432d5.jpg,0,0,1,0
oily_19783dc3e44993c30fb0_jpg.rf.a03c71ecc9094a649dbd26faf94c49bd.jpg,0,0,0,1
normal_270c32b0ec726d2e1430_jpg.rf.d7f1bb871e3404adf6ac4cd8d845faa7.jpg,0,0,1,0
normal_071273f2d45a05e0da0e_jpg.rf.42493556c38f4a0e52d45ca85a5d4870.jpg,0,0,1,0
normal_068bafa06f1f14ea4bde_jpg.rf.7b3c00bbb170579edb934cf464410385.jpg,0,0,1,0
dry_new_0276bbd8ac7e6ab47520_jpg.rf.84f151212570c86a060badf38e5e0bb2.jpg,0,1,0,0
normal_059cf2165bd4da06cc0f_jpg.rf.f4494ecfcfcbd944e58aa56b3f8c5f25.jpg,0,0,1,0
oily_new_b7bc42bd052b30569d0a_jpg.rf.72e976e21de77caaa46b0d6a72e6c1db.jpg,0,0,0,1
normal_068bafa06f1f14ea4bde_jpg.rf.9bf8ff9353fc7614aa01c4d8ddfddfcb.jpg,0,0,1,0
normal_18163c7cef788a9e3082_jpg.rf.3169cef592072f65b45cffa773b9423c.jpg,0,0,1,0
normal_2fdf6435fc43ef6bcaca_jpg.rf.de7118521d3648902b1c09bd233b47b0.jpg,0,0,1,0
oily_new_8a21d1ac11081b56a191_jpg.rf.686056c3a0892909c707d71b68680cc2.jpg,0,0,0,1
oily_new_8d2ae6cc4c4b62b6ccc8_jpg.rf.ce415a4ba18814c2e7d1a490a92b4653.jpg,0,0,0,1
combination_-_8ef9d4931cf7e0af9b89_jpg.rf.e38d68c51247ea483757a89b8dc6bbd5.jpg,1,0,0,0
normal_218165bee3d021844720_jpg.rf.4170e6e2b43c4dcc9149ddec2a22273c.jpg,0,0,1,0
normal_0cef7614353c4e47ef91_jpg.rf.9791337deefa126e6f2f0ee9de030437.jpg,0,0,1,0
oily_affb11547a0009d30377_jpg.rf.40213df0abd2cf4457cd211091343b11.jpg,0,0,0,1
dry_1deb5336e3f6f15edba3_jpg.rf.d0e1036e7e64e700112cb87e1ab3e163.jpg,0,1,0,0
dry_new_4c7c2b266cc375503f28_jpg.rf.6e8793f6132e705251f3e537d0e1d881.jpg,0,1,0,0
oily_new_b9c6cb398e1993586ee1_jpg.rf.f8d0b20f255c13de12acd4bc1ffcaa8c.jpg,0,0,0,1
normal_2293ea611926f19dd40e_jpg.rf.48452f99258b7c1e4e9063877df3eadd.jpg,0,0,1,0
dry_new_04e2c115e598143f2092_jpg.rf.14e676a1f9d30e0e8e129cf3bdbe7211.jpg,0,1,0,0
normal_16a54b0cdc792efddda0_jpg.rf.7240961228dca170940107e4afdf3e26.jpg,0,0,1,0
combination_-_730fef21c821b876defe_jpg.rf.dae54cd1ff5812f5fa8527278f5a5c4b.jpg,1,0,0,0
combination_-_6f7dcab28a16a7ffcf41_jpg.rf.fd61470ed4c75d70c206f104e807c125.jpg,1,0,0,0
normal_2293ea611926f19dd40e_jpg.rf.52c917081eb1722d57e274b697194ee0.jpg,0,0,1,0
combination_-_3b8da74ffcff4f91461f_jpg.rf.4d9b746e18cd881d72607587fc6e6cf9.jpg,1,0,0,0
combination_-_81e4658943d6d8fb2564_jpg.rf.c13fba6efb496e1810a9b7145efe4c04.jpg,1,0,0,0
combination_-_805620f294824ba3f2c8_jpg.rf.ab1a8c0b011c367e79a3631033ee787c.jpg,1,0,0,0
normal_181d36931a1998e8fd0b_jpg.rf.cf9aeca144d45a05ffd399f3293342bf.jpg,0,0,1,0
normal_34d12e7668f49d05c74b_jpg.rf.486d38153c5348a3f2eee04f1b252fdd.jpg,0,0,1,0
combination_-_726150eed702b48d38b9_jpg.rf.011b4702d069be49889e3e2206e44a38.jpg,1,0,0,0
normal_325eb63b86afe146c314_jpg.rf.e9b3d3efd80dc47247a2017e03f02d46.jpg,0,0,1,0
dry_1dabdd66be036b73a031_jpg.rf.df7ae643b2b606004603254b1044bcfc.jpg,0,1,0,0
normal_346714d7aa7a260d45d6_jpg.rf.69d6c29b34b32845f15a23d4274c59dd.jpg,0,0,1,0
normal_1bdde913d38d09d13345_jpg.rf.4b8632d3a1ee58dc46a58e5f254fd9f9.jpg,0,0,1,0
normal_365bd9d74f42a34aa3a9_jpg.rf.a829d8f24d3627b44fd63ab05be36815.jpg,0,0,1,0
normal_0dab17ca4c73276232ee_jpg.rf.c9c3b90ab69a51e72dd69798e6d2d56e.jpg,0,0,1,0
oily_1914936ec86a6078e6e4_jpg.rf.bf101c73a3891b9ed48c46def98bca46.jpg,0,0,0,1
dry_22be415f8b1e593e9a5f_jpg.rf.13600fa9b74e3a7c29b89cd47842b967.jpg,0,1,0,0
combination_-_726150eed702b48d38b9_jpg.rf.df4eba0238ad3d9a7bcaa5ac45e7e322.jpg,1,0,0,0
oily_029b69a5e5d65cfae84b-Copy_jpg.rf.2434381427a91f920ea6670cc49c8ed3.jpg,0,0,0,1
normal_18163c7cef788a9e3082_jpg.rf.69af48f2c23481faeecc1397ec28658f.jpg,0,0,1,0
combination_-_81e4658943d6d8fb2564_jpg.rf.dbfdb25b2c6d76fa5f478fc1dd51951d.jpg,1,0,0,0
normal_34d12e7668f49d05c74b_jpg.rf.26c6e1fbf3ecb1f4681d16985f496ad9.jpg,0,0,1,0
oily_new_90c172fc4c0b41280e8b_jpg.rf.b8e92ea5991c6f113850cfe4add16156.jpg,0,0,0,1
normal_2fdf6435fc43ef6bcaca_jpg.rf.1c7bcba79610a1e682f5254bfb9f4953.jpg,0,0,1,0
normal_325eb63b86afe146c314_jpg.rf.2a61334d6fb1686c1896def311b43617.jpg,0,0,1,0
normal_2161c5548d51fbe98f12_jpg.rf.7586b0a8372de8b65cd1670eb4d801f5.jpg,0,0,1,0
combination_-_730fef21c821b876defe_jpg.rf.cdfe038575b6a101fdb05f49282188e9.jpg,1,0,0,0
dry_new_00d2545dfbc1632f32c0_jpg.rf.d5391f53850fefad93803a5920df7ec8.jpg,0,1,0,0
combination_-_8414bfa9e371e8b71ac8_jpg.rf.d5703c75e8ce511aef34a8769a6bac9a.jpg,1,0,0,0
normal_232b9b1d675811506cac_jpg.rf.f93d4fd7c63e839669c3ed5f681b1880.jpg,0,0,1,0
oily_new_8d2ae6cc4c4b62b6ccc8_jpg.rf.9dd1db54edc639bc459a1c4319d21363.jpg,0,0,0,1
dry_new_00f09bef4ec632b0ac93_jpg.rf.f40c9b0a8b7b216fcd07fa1919dc8714.jpg,0,1,0,0
oily_new_89cf04c8803b99824cb6_jpg.rf.9c79838b5d4d9c94f1702a2711a52247.jpg,0,0,0,1
normal_0888964738abf72c4e5f_jpg.rf.333d57b2e0b066fd4afbcbcc2f089d4d.jpg,0,0,1,0
dry_new_00eb4fda21c623d7caed_jpg.rf.d8a8be5c728a2bb57dc1eb1ebb6e10d9.jpg,0,1,0,0
dry_new_00f09bef4ec632b0ac93_jpg.rf.6b0890da5e552e23a0f2e7fc9eb2f50e.jpg,0,1,0,0
dry_new_4fb0089ace77d945aa66_jpg.rf.af2f893b749d8b3a7811ddcde431206c.jpg,0,1,0,0
normal_071273f2d45a05e0da0e_jpg.rf.72fe0ef92de5eb3b4e5d228fd4d41c57.jpg,0,0,1,0
combination_-_739d89ec1c90fd9e3933_jpg.rf.dfcf7755cb8fd2f6116c769f1d6c20b3.jpg,1,0,0,0
normal_2f3ae7c73b67b9b1e1f1_jpg.rf.04837f52cb711e86d3430e236080b979.jpg,0,0,1,0
combination_-_85bd44efcbb8f3eb23e4_jpg.rf.5c667f890985f1f08805d567c6cfdc1e.jpg,1,0,0,0
oily_new_a4699fbb9f1e7f204dcb_jpg.rf.31eabf10b8eaaa5d52e7120531992e14.jpg,0,0,0,1
combination_-_8414bfa9e371e8b71ac8_jpg.rf.8e25a29f086cc7f2606ae628d829c5fd.jpg,1,0,0,0
oily_afd41f38d615587f5566_jpg.rf.0fbe24bd6013bd29e0423220b7093bf3.jpg,0,0,0,1
combination_-_739d89ec1c90fd9e3933_jpg.rf.5fb27925d42650f8af698e273873c2c7.jpg,1,0,0,0
normal_181d36931a1998e8fd0b_jpg.rf.9b25febffa1af8b189f7bca65b1b35a6.jpg,0,0,1,0
normal_0888964738abf72c4e5f_jpg.rf.fae8c74d9605b21be380ffb4fe63e25d.jpg,0,0,1,0
normal_334f4043a8022c3c91e1_jpg.rf.c5a5db2e5de6a8949d36eaeee975a19a.jpg,0,0,1,0
oily_157e4dea7576d3502424-Copy_jpg.rf.6d2192e42d32281b02f0f90c5a4f41aa.jpg,0,0,0,1
dry_new_00eb4fda21c623d7caed_jpg.rf.bcfb11f993358695416aed30bc5e8b1c.jpg,0,1,0,0
oily_new_bd8c807e601cf8d23420_jpg.rf.498d73e668f329be10665838dd9359d1.jpg,0,0,0,1
dry_new_1e1b5d89c9b952141f90_jpg.rf.793d0ae64ed6258bb90c888dc671de42.jpg,0,1,0,0
oily_02acff5368afeeae6ee7-Copy_jpg.rf.da8a4e02ac1897f1d73e2a740b750252.jpg,0,0,0,1
normal_0d2f873460fb55f43725_jpg.rf.aecb27c1f730656bf90d5aaf369f6282.jpg,0,0,1,0
normal_325eb63b86afe146c314_jpg.rf.34ea5b449aa118412338d37c66a2a824.jpg,0,0,1,0
normal_1bdde913d38d09d13345_jpg.rf.fac90677327111d6ef5f2efc4cdc4b71.jpg,0,0,1,0
combination_-_8623f0b2fa4f00365535_jpg.rf.c771eae0060660a4a2563c20e1bb1930.jpg,1,0,0,0
normal_071273f2d45a05e0da0e_jpg.rf.9275b2bb233fea8cac64f1a86c743acc.jpg,0,0,1,0
normal_25f7a564568365ad842b_jpg.rf.60dd9c818b223240bbc29f4899427e63.jpg,0,0,1,0
oily_new_ba4897b430da14daf959_jpg.rf.844abeed871bfd9c038bbb12a58568c1.jpg,0,0,0,1
oily_b77c14a94a780268ce7c_jpg.rf.d2817386500f624f5cd42e01151f3f12.jpg,0,0,0,1
oily_new_a1101d859d4f1527e85c_jpg.rf.c52027d1b04be5ae6e824caa5232b5ed.jpg,0,0,0,1
oily_02acff5368afeeae6ee7-Copy_jpg.rf.a036fbf03c3956eadf803b045023ea47.jpg,0,0,0,1
normal_0888964738abf72c4e5f_jpg.rf.8e40e078f1a373a885a9191e5bb8619e.jpg,0,0,1,0
combination_-_739d89ec1c90fd9e3933_jpg.rf.e7d36c04617723f76082b89c93955d0f.jpg,1,0,0,0
normal_2f3ae7c73b67b9b1e1f1_jpg.rf.2847c68cf54df384ab81e1e99be3b829.jpg,0,0,1,0
normal_071273f2d45a05e0da0e_jpg.rf.603efc006d51930e4d82da16334256d2.jpg,0,0,1,0
oily_new_90ec769a6bd4108aff02_jpg.rf.0027c81384c07c2bc183ebaeb7a18c0a.jpg,0,0,0,1
normal_25ddbf87b35ca454a2d3_jpg.rf.db2de066e83999d2ebee6737a9a4ab1e.jpg,0,0,1,0
normal_334f4043a8022c3c91e1_jpg.rf.20be7c056f39b1ec00f4e89f8dc7dea8.jpg,0,0,1,0
dry_new_1d3174d4c90ac567703c_jpg.rf.80154cd016610a17eba131ea2d800062.jpg,0,1,0,0
oily_new_8df1c1e7201b11aff453_jpg.rf.8a22c94443baa3b1c02e4f86c124a469.jpg,0,0,0,1
normal_112d297d5dea002070f1_jpg.rf.5bdcc8ede2143cc57e1c7a00ff71c821.jpg,0,0,1,0
normal_071273f2d45a05e0da0e_jpg.rf.a818720ef3f0c69c081ab6fce83653a9.jpg,0,0,1,0
normal_218165bee3d021844720_jpg.rf.74ad8d7b595cdae4b90478900cdfd73e.jpg,0,0,1,0
normal_37a7fa4900efa017a891_jpg.rf.dd24bd781e479a855e5fe66effc7058c.jpg,0,0,1,0
dry_22a09a1a20f039ef8ef3_jpg.rf.2c5158fb4f70a24fac881dfefb5ab940.jpg,0,1,0,0
combination_-_f588419110f781ce86e1_jpg.rf.2bab4b92d71a9214ffd56e6ff0ce7de6.jpg,1,0,0,0
dry_new_00f09bef4ec632b0ac93_jpg.rf.f1b4132176055d6933ceb482db96601e.jpg,0,1,0,0
oily_19f6a71befdac4bcfcbb-Copy_jpg.rf.273f36efec5714dd0f2f4f8a79a6dd9b.jpg,0,0,0,1
normal_111ff2aa2b206a5de850_jpg.rf.a03eed437636825ff51bdd5a643e841d.jpg,0,0,1,0
normal_218165bee3d021844720_jpg.rf.578fce664ec97cee80d8531707202850.jpg,0,0,1,0
